JI1_140112	JI1_140112,JI8_24235
SA2_38176	SA2_38176,SA1_12536
TU-EFF_66015	TU-EFF_66015
IL38_73100	IL38_73100,IL31_20564,AH-INF_85971
JI7_76821	JI7_76821
AD-INF_255005	AD-INF_255005,AD-DS_68456,TE-INF_22092,SF68_168711,FR-INF_266401
JI7_95704	JI7_95704,JI9_6019,JI6_45496,JI5_46031
SF50_106979	SF50_106979,SF48_80253,SF49_127491,SF52_236615,SF51_93431
HY2_126805	HY2_126805
SB3_6250	SB3_6250,IL40_55876
TG-AS_143213	TG-AS_143213
WS1_35704	WS1_35704
JI13_85926	JI13_85926
JI6_31508	JI6_31508
ES38_2908	ES38_2908
OC7_327	OC7_327
PL75_1024	PL75_1024,PL50_24218,PL49_71875,HP83_154435,PL58_2065,PL48_9334,PL66_49064,PL61_38328,PL72_7025,PL68_17040,PL70_132
IL9_7413	IL9_7413,IL10_80420,IL30_62236,IL29_54276
PL49_21280	PL49_21280,PL50_26600,PL56_1833,PL58_3172,HY1_28259,PL61_44314,PL75_4769
IL36_79118	IL36_79118
ES39_4857	ES39_4857
HT1_30880	HT1_30880
HY3_94530	HY3_94530,HY2_29610
WT-AS_77615	WT-AS_77615,WT-DS_188005
PL56_4595	PL56_4595,PL61_34474,PL58_626,PL50_9562,PL60_2524,PL75_8392,PL70_17047,PL49_20033,PL46_926,PL48_1482,PL68_2279,PL72_13780,PL69_82187,HP83_59562,PL66_37129,PL62_71229
IL10_7183	IL10_7183,IL12_38352,IL9_155524,IL14_61943,IL30_34629,IL29_41564,IL8_31500,IL13_32665
PL66_25784	PL66_25784
TU-EFF_208867	TU-EFF_208867
WT-AS_111280	WT-AS_111280,WT-DS_188284,WT-INF_95287,WT-EFF_5237
PL56_1214	PL56_1214,PL66_5832
TE-INF_166980	TE-INF_166980
WS1_26353	WS1_26353
WT-EFF_50312	WT-EFF_50312,TU-EFF_250339
JI14_65869	JI14_65869
HY1_49086	HY1_49086,HY2_35758,HY3_196
IL41_16921	IL41_16921,IL38_107343
ES21_131425	ES21_131425
TE-AS_187980	TE-AS_187980
ES36_5612	ES36_5612
JI6_52514	JI6_52514,JI3_278739,JI4_157255,JI1_317634,PL27_3155,PL26_16039,JI2_284810,JI5_139324
IL11_41622	IL11_41622,IL14_81619,IL13_24433,IL37_8690,IL36_56758
NG1_581694	NG1_581694
WT-EFF_148616	WT-EFF_148616,AD-INF_271853,EM-AS_204448,TU-EFF_133491,NG1_226508,IL39_21909,TG-AS_249023,FD-EFF_44159,SA2_45108,AD-AS_32258
HY2_14367	HY2_14367,HY1_55568,HY3_46031
SA2_64122	SA2_64122,JI5_324652
TU-EFF_59295	TU-EFF_59295
AD-EFF_128506	AD-EFF_128506,FR-EFF_19320,BE-AS_27806,AH-EFF_8381,FR-INF_273306,BE-EFF_8695,BE-INF_32742,EM-EFF_45216,FR-INF_194005,JI14_164439,EM-INF_162102,JI2_197531,TU-EFF_317808
PL19_421	PL19_421,PL4_2333,PL17_438,PL2_6566,PL13_9538,PL20_1602,PL1_9628,PL5_11950,PL3_3870,PL18_4867,PL56_10046,PL60_1264,PL58_2116,PL49_64486,NC3_3282,PL48_2700,PL50_30128,PL57_51789,PL61_25716,PL62_118383,PL63_10819,PL66_49226,PL12_302,PL65_51869,ES15_8192,PL72_13047,OC7_2858,OC4_5417,UP3_9161,OC6_1845,OC3_1819,PL53_11528,PL16_199,PL25_4591
SF63_279516	SF63_279516,SF62_209269,SF61_63558
PL46_2307	PL46_2307
JI8_21682	JI8_21682
SB1_1621	SB1_1621
AD-INF_231535	AD-INF_231535,TU-INF_225293
IL34_120864	IL34_120864
JI5_113171	JI5_113171,JI6_73233
FD-AS_188496	FD-AS_188496,FD-EFF_164755,FD-DS_281688,FD-INF_124077
JI3_53176	JI3_53176,JI5_243190,JI1_73042,JI6_203813
NG1_69406	NG1_69406
NI2_67687	NI2_67687
PL62_68075	PL62_68075
AD-INF_135939	AD-INF_135939
HP91_2539	HP91_2539,PL56_4599,HP76_102275,HP73_25108,SJ5_903,HP48_31936,HP92_4863
JI9_5394	JI9_5394,JI8_156590,JI5_101154,JI4_104776,JI12_5851,JI6_16859,JI14_113073
TU-EFF_287711	TU-EFF_287711,ZR-EFF_147662,ZR-AS_307186,FD-AS_196940,ZR-DS_162300
ES7_39116	ES7_39116
HY1_17398	HY1_17398,HY2_123987
IL34_38091	IL34_38091
JI2_404605	JI2_404605,JI1_98425,JI3_187896
MN-AS_169350	MN-AS_169350,WT-AS_174498
NG1_469752	NG1_469752
TU-EFF_59859	TU-EFF_59859
ES29_104527	ES29_104527
JI8_160543	JI8_160543,JI4_237877,JI5_247328
ES31_14886	ES31_14886,ES30_4487,ES36_2656,ES35_31165,HP80_17348
IL13_26640	IL13_26640,IL16_64207,IL2_30763
SA2_40366	SA2_40366,SA3_32966,SA1_80465
AH-AS_100031	AH-AS_100031
FR-INF_131232	FR-INF_131232
XS2_59948	XS2_59948,XS1_53218,XS3_63998
ZS3_14190	ZS3_14190,ZS1_26735,ZS2_48447,HY2_70048,HY1_92258,HY3_46947
JI7_266812	JI7_266812
PL75_1299	PL75_1299
TG-EFF_360134	TG-EFF_360134,MN-EFF_137053,AD-EFF_41470,ZR-EFF_74825,BE-AS_6071,TG-INF_255757,ZR-INF_108673,AH-INF_210454,AD-INF_166400,TU-INF_184323,BE-INF_5087,JI12_24892,JI13_200726
WT-EFF_196986	WT-EFF_196986,AD-EFF_252447
TE-EFF_197352	TE-EFF_197352,TE-INF_157957,AD-EFF_127316
WT-EFF_69017	WT-EFF_69017,WT-DS_84198,TE-DS_231973,WT-AS_238120
ES36_18992	ES36_18992,ES30_13956,ES15_6605,ES35_29993,SB1_4341,ES38_320,PL15_1924,PL57_19943,ES25_69292,SB3_6573,ES22_5994,HP91_2278,ES32_83818,ES26_60931,SJ14_2935,ES23_12598,ES44_408,ES29_32443,ES7_25910,PL72_5140,PL66_51240,ES31_15074,PL68_100851,HP92_6135,ES46_484,PL63_23741,ES17_1255,PL2_9588,PL18_540,PL75_3030,PL13_3283,HP83_132580,SJ7_3371,ES39_12263,ES33_81268,ES42_9,PL70_1439,ES20_35479,NC3_1403,ES18_23924,PL53_7688,PL12_26997
JI6_12532	JI6_12532,JI7_268687,JI4_3,AD-AS_336235,JI5_18444,JI3_240619,JI9_29062
JI8_73399	JI8_73399,JI2_6171,JI9_2897,JI5_193654,JI6_98278,JI7_303234,JI4_222000,JI11_93883,JI10_21585
JI5_168383	JI5_168383,JI3_116704,JI4_199683
HY2_53821	HY2_53821
JI14_251944	JI14_251944,JI9_128570
JI8_164931	JI8_164931,JI2_374851,JI5_207788
SJ5_2828	SJ5_2828
WT-AS_162430	WT-AS_162430,WT-DS_85525,WT-EFF_246090,WT-INF_82926
HP23_2081	HP23_2081,SJ5_1738,HP17_3320,ES15_6403,HP20_4088,HP82_5597,ES39_11005,ES31_4662
SF53_55204	SF53_55204
ZR-INF_60847	ZR-INF_60847,SA1_111030,KB21_91369,FR-INF_157211,EM-INF_272188,WT-EFF_255101,TU-EFF_337301,FR-INF_37600,TU-INF_120490,WT-DS_157869,ZR-INF_77082,MN-INF_269100,WT-AS_351210,WT-INF_105981,FR-EFF_289376,TU-INF_232716,FR-AS_69453
IL34_157811	IL34_157811
WT-EFF_109444	WT-EFF_109444,WT-DS_151014,TU-EFF_40782,TU-DS_372527,TU-AS_270697,WT-AS_45239
ZS1_28159	ZS1_28159,HY2_114005
HY2_80507	HY2_80507,HY1_107663
ES31_12571	ES31_12571
JI4_93720	JI4_93720,JI7_271284,JI5_13631,JI6_94578,JI9_61078,JI9_83508,JI6_53103,JI5_143984
JI8_79513	JI8_79513,JI12_211794,JI11_172987,JI14_143079,JI9_61369,JI5_128550,JI13_253458
SA3_6657	SA3_6657,SA2_70426,SA1_89026,TE-EFF_19294,WT-INF_231929,FR-EFF_214767,FR-INF_300521,TG-EFF_281179
TE-DS_109398	TE-DS_109398
HP82_18380	HP82_18380
TU-EFF_296101	TU-EFF_296101
JI12_171323	JI12_171323,JI14_3859,JI10_25145,JI11_104932,JI13_175127
TU-EFF_289299	TU-EFF_289299
IL31_97729	IL31_97729
JI13_282225	JI13_282225
JI2_303004	JI2_303004,JI3_393470,JI1_67967,JI5_269411
JI13_242845	JI13_242845
NI3_76977	NI3_76977
JI1_258280	JI1_258280,JI3_294494,JI2_150306,JI4_154589,IL32_104300,IL36_69008,JI6_6497
TU-EFF_141874	TU-EFF_141874
WT-INF_225831	WT-INF_225831
JI8_85585	JI8_85585
PL72_2706	PL72_2706
JI9_71462	JI9_71462
ES33_93535	ES33_93535,ES32_6722
SA1_117162	SA1_117162
SJ6_4045	SJ6_4045,PL66_49111,SJ5_1108,SJ7_5228,PL56_6299,PL5_18593,PL63_21471,ES38_5126,HP83_76081,HP75_47436
TU-EFF_312775	TU-EFF_312775
AD-INF_104205	AD-INF_104205
JI5_245358	JI5_245358,JI3_138030,JI1_202759
HP17_8587	HP17_8587
ES36_14345	ES36_14345
HY1_108205	HY1_108205
JI1_211541	JI1_211541,IL37_72791
IL34_37739	IL34_37739
TE-EFF_61999	TE-EFF_61999,TE-DS_212166,TE-AS_172637
HP49_54894	HP49_54894,HP38_11695,HP36_150540,HP37_19104,HP84_19230,HP75_44995,HP52_3660,HP59_5279,HP6_144476,HP47_94419,HP2_11788,HP32_900,HP1_4866,HP3_4176,HP82_12597,HP76_33249,HP48_112111,HP74_5281,HP73_70236,HP40_4327,HP72_162277,HP79_84514,HP78_84877,HP24_5510
IL39_110404	IL39_110404
PL46_5811	PL46_5811,PL48_6008,PL70_11577,PL68_46350,PL50_44958,PL66_24814,PL49_64753,PL65_5409,PL75_11570,PL69_49296,HP83_84432
HP17_8379	HP17_8379
PL50_36729	PL50_36729
SA2_26899	SA2_26899
WT-EFF_264045	WT-EFF_264045
TU-DS_326537	TU-DS_326537,AD-EFF_75233,AD-AS_277790,AD-DS_145770,TU-AS_115075,AD-INF_153771,AH-DS_46497,FR-EFF_14436,EM-DS_19563
IL9_95795	IL9_95795,IL12_124258,IL10_90441,IL29_7970,IL8_33991
ES36_19688	ES36_19688
JW7_484	JW7_484
PL72_4308	PL72_4308,ES39_8623,PL66_37222,PL63_5952,SJ14_5122,PL65_22199,ES36_10934
TE-INF_37855	TE-INF_37855
JI13_182661	JI13_182661,JI12_199565,JI9_150009,JI14_279237,JI7_247851
TU-EFF_159246	TU-EFF_159246
IL9_163259	IL9_163259
JI6_133444	JI6_133444
AD-EFF_9660	AD-EFF_9660
IL10_70321	IL10_70321,IL9_26449
IL10_80036	IL10_80036
TU-EFF_244486	TU-EFF_244486,FD-EFF_204579
AD-AS_329278	AD-AS_329278,AD-DS_105292
ES36_11625	ES36_11625
WT-EFF_243519	WT-EFF_243519,WT-DS_369762,WT-AS_225589,WT-INF_14378
EM-AS_368344	EM-AS_368344,EM-DS_403042
IL10_35706	IL10_35706,IL9_132985,IL12_77776,IL29_30777,IL8_44770
TE-INF_139046	TE-INF_139046
SA2_108956	SA2_108956,SA1_140932,SA3_35708
ZR-INF_106899	ZR-INF_106899,ZR-DS_170987
HP22_2488	HP22_2488
JI7_215942	JI7_215942,JI11_37440
HY3_87960	HY3_87960,HY1_86036,XS3_16811,XS2_34738,XS1_60417
TE-INF_161739	TE-INF_161739,TE-EFF_169422,AD-INF_77600,TU-EFF_240754,TU-EFF_247137,AH-INF_123506,AD-EFF_150901,TU-INF_58780,FR-EFF_292914
TU-EFF_36303	TU-EFF_36303,AD-INF_159049,WC20_44458
XS2_51860	XS2_51860
EM-DS_303682	EM-DS_303682,EM-AS_208076,FR-INF_308298
AH-AS_313013	AH-AS_313013
ES34_326279	ES34_326279,ES33_108571,ES32_50018
ES36_30061	ES36_30061
JI14_182336	JI14_182336
TG-EFF_236444	TG-EFF_236444,IL37_11721,IL32_39574,IL36_43350,SF52_24204,SF48_90927,SF49_15588,SF51_162095,SF50_101802,SF19_81599,SF18_36572,SF20_27184,SF21_88894,SF17_52086,IL11_92251,TG-AS_163300,TE-EFF_193045,ZR-EFF_115692,TE-EFF_101446,WT-INF_231351
FR-INF_273307	FR-INF_273307
ES44_3179	ES44_3179,ES36_1276,ES16_793,PL19_3188,ES31_4448,ES32_19701,ES43_41991,HP76_35145,ES38_1403,PL68_111527,HP83_124224,ES46_2742,ES9_2022,PL70_1839,ES16_672
HP32_7539	HP32_7539,HP40_2154
JI6_124486	JI6_124486,JI5_15591,JI12_52314,JI9_73960
TG-DS_36253	TG-DS_36253,WT-INF_254781,WT-INF_8590,TG-AS_142710,TG-DS_101820,FR-AS_46467
TG-EFF_148737	TG-EFF_148737
AH-AS_38015	AH-AS_38015
PL75_6193	PL75_6193,PL66_22174
AD-INF_105435	AD-INF_105435,AD-EFF_29982
IL15_103957	IL15_103957,IL3_110799,IL5_65150
JI12_122653	JI12_122653,JI13_285374,JI9_83073,JI7_144979,JI8_111494,JI13_258965,JI14_100437
JI8_3995	JI8_3995
HY3_62074	HY3_62074,HY2_122475,HY1_11177
TU-EFF_150526	TU-EFF_150526
EM-INF_180916	EM-INF_180916,HP76_80923,HP79_50302,HP74_454,HP84_942,EM-EFF_179917,HP72_44058
IL9_24073	IL9_24073,IL10_48987,IL12_19955,IL29_60893,IL8_61762
IL34_48390	IL34_48390
SA2_73273	SA2_73273,SF64_89991,SF63_142060,SF61_44794,SF62_49509,SF18_78603
SA3_50965	SA3_50965,SA1_91531,SA2_24684
HP74_7411	HP74_7411,ES30_10681,ES16_7324,HP34_15778,HP84_25166,ES33_52438,PL70_4464,ES39_12415,HP32_8594,HP25_3775,PL13_3382,NC3_2199
JI3_183383	JI3_183383
TU-EFF_195363	TU-EFF_195363,SA2_17017,SA1_82222
JI11_167845	JI11_167845,JI7_200642,JI7_306466
JI3_506801	JI3_506801,JI5_272881,JI1_29617,JI2_154269,JI4_162729,IL39_5267
JI8_139308	JI8_139308
HT1_108055	HT1_108055
ES35_21879	ES35_21879,ES39_1333
JI13_199607	JI13_199607
JI2_111716	JI2_111716,JI3_389448
JI8_104270	JI8_104270,JI10_117558
TU-INF_267176	TU-INF_267176,FR-INF_239611,TG-INF_37706,FD-INF_132828
IL37_7527	IL37_7527,IL36_90460,IL32_32073
SF61_60836	SF61_60836,SF60_160968,SF18_69366
JI7_326855	JI7_326855,JI9_148336
AH-AS_302182	AH-AS_302182,AH-EFF_119395
EM-EFF_177072	EM-EFF_177072,ZR-EFF_197203
ES46_5736	ES46_5736
NG1_246420	NG1_246420
HY3_104034	HY3_104034,HY2_124374,HY1_3573
IL14_63139	IL14_63139
NG1_491632	NG1_491632
IL11_79864	IL11_79864,IL13_16182,IL14_58834
IL5_53979	IL5_53979,IL3_4147,IL15_20436,IL2_39729,IL6_75530
UP2_3412	UP2_3412,UP1_6366
XS2_50976	XS2_50976
AD-INF_270249	AD-INF_270249,FD-INF_218527
IL34_159521	IL34_159521,IL33_49126,IL39_107912
MN-DS_14269	MN-DS_14269,XS2_70760,XS3_42362
AD-INF_164407	AD-INF_164407
BE-AS_28993	BE-AS_28993
TU-EFF_206835	TU-EFF_206835
HP40_1740	HP40_1740,HP32_8606,HP74_1830,HP27_33439
IL12_48009	IL12_48009
TU-DS_102968	TU-DS_102968
WT-AS_378129	WT-AS_378129,WT-DS_298223
HP80_8496	HP80_8496,HP84_24158,HP82_21047
PL68_52562	PL68_52562
IL37_35498	IL37_35498,IL36_26131
TU-AS_343034	TU-AS_343034,MN-EFF_252911,FR-AS_26323,TU-DS_212956
OC8_3170	OC8_3170,PL69_100210
HP3_2572	HP3_2572
JI9_107738	JI9_107738,JI7_271345
TE-EFF_98477	TE-EFF_98477,WT-AS_245435,WT-DS_65947,ZR-EFF_27333,TE-DS_169044
TG-DS_53259	TG-DS_53259,TG-AS_98105
JI5_133034	JI5_133034
JI13_317147	JI13_317147,TE-EFF_233115,TE-DS_396239
PL25_421	PL25_421
JI12_75112	JI12_75112,JI13_36445,JI14_132681,JI7_160477
JI7_283992	JI7_283992
TU-EFF_272642	TU-EFF_272642
BE-INF_45426	BE-INF_45426,BE-AS_33042,FR-AS_1283,TU-EFF_323142,FR-INF_39653,TE-INF_201273,TG-EFF_341346,AH-INF_96693,MN-EFF_60676,AH-EFF_115858,WT-EFF_179395,MN-INF_107114,ZR-EFF_4610
HP7_4506	HP7_4506,HP24_6693
PL68_41037	PL68_41037,SJ14_2913
ES42_16858	ES42_16858
HY3_66922	HY3_66922,HY2_28593,HY1_90851
PL70_11800	PL70_11800,PL63_23387
SA1_81363	SA1_81363
IL42_27398	IL42_27398
JI9_83577	JI9_83577,JI7_235001
TE-EFF_38548	TE-EFF_38548,WT-EFF_186366
TU-AS_336926	TU-AS_336926,FR-EFF_187953,TU-EFF_32702,TU-DS_266216
AD-INF_110574	AD-INF_110574
FD-EFF_189607	FD-EFF_189607
JI7_234968	JI7_234968
PL72_1656	PL72_1656,PL68_2458
SF55_26236	SF55_26236
TE-EFF_99274	TE-EFF_99274,TE-AS_83192,TE-DS_334852,TE-INF_171085,EM-INF_26082
TU-EFF_82352	TU-EFF_82352
AD-INF_200562	AD-INF_200562,AD-EFF_46951
MN-INF_23167	MN-INF_23167
AD-EFF_185331	AD-EFF_185331
IL13_101249	IL13_101249
IL35_29654	IL35_29654
AD-AS_70991	AD-AS_70991,AD-EFF_46504,TU-EFF_72113,AD-INF_43191,WT-INF_120835
IL9_48576	IL9_48576,IL12_27111
JI14_255007	JI14_255007
IL33_35531	IL33_35531
JI1_9969	JI1_9969,JI3_55240,JI2_443495
PL56_7508	PL56_7508
TU-EFF_179152	TU-EFF_179152
MN-EFF_271836	MN-EFF_271836
IL12_92394	IL12_92394,IL10_50605,IL9_138407
IL34_26664	IL34_26664
JI7_58828	JI7_58828
SA1_112823	SA1_112823,SA2_49458
FD-EFF_86212	FD-EFF_86212
ES36_18879	ES36_18879,PL66_30414,AD-INF_164961
JI2_119153	JI2_119153
TE-AS_263869	TE-AS_263869
AD-AS_229761	AD-AS_229761
FD-INF_151636	FD-INF_151636
HP27_16192	HP27_16192
SF53_2129	SF53_2129,SF48_4333,SF62_136494,SF54_95620,SF63_134196
HT1_42595	HT1_42595
IL35_119806	IL35_119806
AH-INF_206646	AH-INF_206646,EM-DS_125838,TU-EFF_150405,AD-EFF_91234
FD-INF_98181	FD-INF_98181,IL34_123829
PL66_15750	PL66_15750
SJ7_3301	SJ7_3301,SB3_3919
TU-EFF_4717	TU-EFF_4717
SF52_51618	SF52_51618
FD-AS_36645	FD-AS_36645,AD-EFF_85457,FR-EFF_196508,FD-DS_211712
JI11_178201	JI11_178201
TG-DS_134829	TG-DS_134829,TG-AS_85935
HP82_7227	HP82_7227
JI13_81746	JI13_81746,SF19_70453,SF45_38174
IL9_28521	IL9_28521
JI2_345675	JI2_345675,JI3_459926
SF42_30961	SF42_30961,SF47_25637,SF31_25451,SF17_16039,SF45_44028,SF30_9414,SF24_19996,AD-DS_122353,SF44_19631,SF43_5192,SF56_81952,SF37_13325,SF22_84507,SF41_23084,SF32_31405,SF8_14134,SF26_79351,SF48_136507,SF15_43747,SF51_28364,SF50_134017,SF19_30835,SF52_28236,SF13_16819,SF49_110061,SF68_87744,SF11_15465,SF46_45626,SF14_43539,SF17_34878,SF13_67664,SF15_75335,SF25_17237,SF20_90724,SF12_33291,SF22_70785,SF27_37395,SF4_72537,SF20_11973,AD-AS_268719,SF18_52008,SF1_38577,SF14_19244,SF38_62326,SF12_48037,SF3_13169,SF11_13902,SF48_8755,SF18_46968,SF21_80618,SF10_4883,SF5_39126,SF23_46478,SF5_58433,SF4_59531,SF33_49790,SF2_22901,SF39_5970,SF19_28434
TU-EFF_128648	TU-EFF_128648
HY1_89555	HY1_89555,HY3_35065
JI1_367508	JI1_367508,JI8_83593,JI3_428203,JI5_215110,JI2_215664,JI6_168134,JI12_136316,JI11_106227
IL38_144131	IL38_144131
IL2_4878	IL2_4878,IL3_144004,IL16_75385,IL15_9670
SA1_52978	SA1_52978
SF53_65709	SF53_65709
SF60_82865	SF60_82865,SF68_248706,SF63_283585,SF62_90157,HT2_18672
TG-INF_114616	TG-INF_114616
ES44_3449	ES44_3449,ES46_3762
IL32_75469	IL32_75469,IL36_97422,WC20_12980
EM-EFF_228295	EM-EFF_228295
IL9_59721	IL9_59721,IL12_126642,IL10_31541,IL8_7958,IL30_9812
MN-EFF_291005	MN-EFF_291005,MN-AS_70563
TU-EFF_18292	TU-EFF_18292
FD-EFF_74200	FD-EFF_74200
ZR-EFF_105989	ZR-EFF_105989
IL9_41544	IL9_41544,IL8_15369,IL29_5012,IL10_10998,IL12_43307
UP8_2405	UP8_2405,UP6_1696
ES28_23042	ES28_23042,PL1_5686
IL10_84118	IL10_84118,IL9_65610
ES11_52588	ES11_52588,ES16_2994
TG-EFF_173097	TG-EFF_173097,TG-DS_113450,TG-AS_243688
XS2_37489	XS2_37489
AD-DS_170869	AD-DS_170869,AD-AS_253223,AD-INF_75571,TU-AS_118659
FD-EFF_49579	FD-EFF_49579,FD-AS_268523
SF16_50871	SF16_50871,SF6_21186,SF5_22374
IL39_25359	IL39_25359,IL34_120273
JI11_144930	JI11_144930,JI10_138594
TU-EFF_146192	TU-EFF_146192
XS3_44791	XS3_44791,NG1_409148
MN-INF_10180	MN-INF_10180
SA3_96108	SA3_96108
JI10_170004	JI10_170004,JI8_122909
TE-EFF_202348	TE-EFF_202348,TE-DS_311307,TE-AS_373202,TG-EFF_212231,SF49_137377,SF29_38342,SF50_14546,SF51_61698,SF48_200472,TU-EFF_30056,IL32_19645,IL37_125275,SF30_61680,SF52_250977,ZR-DS_31568,ZR-AS_177401
TU-EFF_130606	TU-EFF_130606,TU-DS_147190,FR-EFF_102799,TU-AS_73586
AD-INF_10999	AD-INF_10999
SF11_46724	SF11_46724
TG-EFF_47491	TG-EFF_47491
AD-DS_322647	AD-DS_322647,AD-INF_231030,AD-AS_234601,SA1_137083,AD-INF_117493,FR-INF_341750
EM-AS_137976	EM-AS_137976,EM-DS_159377,FR-INF_1538
HP73_69332	HP73_69332
JI8_85245	JI8_85245,JI2_323817,JI1_124378
NG1_342790	NG1_342790
AD-DS_88835	AD-DS_88835,AD-AS_278536,TU-EFF_137032
JI13_214932	JI13_214932
SJ5_2677	SJ5_2677,SJ6_3360
FD-EFF_39064	FD-EFF_39064,TE-DS_238032,TE-EFF_68925
EM-INF_148496	EM-INF_148496,WT-INF_238051,AD-INF_240131,JI3_490916
PL34_17983	PL34_17983
SA2_4711	SA2_4711
TE-EFF_191897	TE-EFF_191897,TE-DS_205572,TE-AS_110679
IL10_16895	IL10_16895,IL9_103498,IL12_13315,IL30_11934
HP35_6912	HP35_6912,HP25_4169
FR-AS_97000	FR-AS_97000,FR-INF_268195,FR-DS_7630
HP81_47944	HP81_47944
AH-AS_78597	AH-AS_78597,AH-DS_162957
JI8_92826	JI8_92826,JI9_105819,JI6_134893,JI5_140711,JI1_312031,JI14_158501,JI11_97755,JI10_144837,JI3_29197,JI12_170919,JI7_157809,JI4_124073,JI2_288515
WC7_1441	WC7_1441,WC18_45406,WC4_20508,WC10_28600,WC3_27149,WC9_20948,WC12_37986,WC34_23731,WC25_13602
AH-AS_9136	AH-AS_9136,WT-EFF_283445,WT-DS_20164,WT-AS_82252,AH-DS_407541
ES36_20667	ES36_20667
TE-EFF_219119	TE-EFF_219119,TE-DS_247334,TE-AS_134586
HP19_847	HP19_847,HP17_9528
JI1_254637	JI1_254637,JI11_180265,JI3_175749,JI5_324568,JI10_146500,JI8_63224,JI4_182371,JI2_313942,JI7_151462
TU-EFF_181016	TU-EFF_181016
AD-AS_167174	AD-AS_167174,AD-EFF_119542,TU-EFF_327710
JI12_220165	JI12_220165,JI8_24876,JI6_176313,JI13_256054,JI14_336324,JI12_241449,JI9_80134,JI8_60245
PL56_6471	PL56_6471
AH-INF_13486	AH-INF_13486,TU-EFF_309567,BE-EFF_14104
JI13_289467	JI13_289467
JI7_170437	JI7_170437,JI8_114655,JI10_3243
NI1_48245	NI1_48245,NI2_20422,NI3_18885,IL10_26404,IL12_90608
IL12_68289	IL12_68289,IL29_1717,IL8_33578,IL10_22267,IL9_7002,IL19_25639,IL30_10886,IL24_12165,IL23_49109,IL17_42624,IL21_90726,IL2_83187,IL20_41467,IL15_5758,IL4_85570,IL1_60491,IL18_35045,IL28_80415,IL26_26754,IL25_60461,IL27_48291,IL3_100787,IL16_9266,IL6_116168,IL5_129653
TU-DS_118914	TU-DS_118914,TU-AS_146202
NG1_364080	NG1_364080
AH-EFF_95088	AH-EFF_95088
FD-EFF_379	FD-EFF_379
IL42_105552	IL42_105552,JI1_219737
JI8_68632	JI8_68632,JI7_57438,JI5_65379
TU-EFF_249010	TU-EFF_249010
TU-EFF_186470	TU-EFF_186470,FR-EFF_263674,AD-INF_124966
TU-EFF_118850	TU-EFF_118850
IL34_103415	IL34_103415
MN-EFF_184117	MN-EFF_184117
NG1_205734	NG1_205734
JI14_83755	JI14_83755
JI13_328304	JI13_328304
ES31_2954	ES31_2954,ES36_4466
TE-AS_134223	TE-AS_134223,TE-EFF_4270
JI13_238851	JI13_238851,JI5_33395
TU-EFF_77045	TU-EFF_77045,FR-EFF_175431,AH-EFF_28139
JI12_34373	JI12_34373,JI4_214412
AH-EFF_50979	AH-EFF_50979
IL35_89148	IL35_89148
JI2_375096	JI2_375096,JI1_12323,JI3_46175
ES15_3320	ES15_3320
IL11_77360	IL11_77360,IL13_77746,IL4_6626,IL15_43731,ES32_53512,IL16_79585,IL3_36413,IL2_88854,IL6_136295,IL5_23353,IL19_66618,ES46_4183,PL68_49720,IL18_13660,IL20_26562,IL24_21511,IL1_129284,ES11_29841,ES29_98715,HP83_14469,ES36_24294,IL26_2140,IL14_74925,SJ7_4762,PL70_14250,PL64_218011,IL21_123490,IL17_50405,ES33_78193,IL27_47533,PL50_35305,ES9_3242
SA1_123525	SA1_123525,SA2_40246,SA3_45052
IL33_7974	IL33_7974
PL65_81877	PL65_81877
GU2_49863	GU2_49863
JI14_256649	JI14_256649,JI8_63247,JI12_221254,JI13_135512
FD-EFF_61567	FD-EFF_61567
FR-AS_40567	FR-AS_40567
IL35_73690	IL35_73690
AD-EFF_213605	AD-EFF_213605
PL70_7465	PL70_7465
SF11_9225	SF11_9225,SF10_23749,SF9_23971
TU-DS_300624	TU-DS_300624
JI6_81182	JI6_81182,JI2_336126,JI4_63891,JI10_58284
PL70_5552	PL70_5552,HP83_131206
TG-DS_296469	TG-DS_296469,TG-AS_109094
WC29_40446	WC29_40446
PL75_9187	PL75_9187,HP83_121475,HP82_6478
SF58_50892	SF58_50892,SF57_138661,SF59_89069
WT-INF_186434	WT-INF_186434,IL10_4687
ES32_30221	ES32_30221,ES46_5013
WT-INF_25448	WT-INF_25448,TU-INF_80028
AD-INF_56463	AD-INF_56463,TU-EFF_238794
PL72_10400	PL72_10400,PL66_21960
TU-EFF_315553	TU-EFF_315553,TE-EFF_27098
IL12_24408	IL12_24408,IL9_69079,IL10_2778
TU-AS_205450	TU-AS_205450,SF57_98914,SF67_182642,AD-AS_98804,FD-AS_203144,AD-DS_193914,TU-INF_101942,TU-EFF_202246,TE-INF_37517,TU-DS_207928,TG-INF_214731
AH-DS_340625	AH-DS_340625,FD-AS_66712,TU-EFF_89391,WT-AS_367062
AD-EFF_229466	AD-EFF_229466,AD-DS_295923,TU-EFF_138041,AD-AS_312812,ZR-AS_57084,BE-AS_4983,TE-EFF_88938,TE-DS_123738,ZR-EFF_193448,FR-EFF_272894,AH-INF_208421,ZR-DS_240366
HT1_4668	HT1_4668,HT1_119026,SA2_49686
MN-INF_279332	MN-INF_279332
BE-EFF_33402	BE-EFF_33402
JI8_178832	JI8_178832,JI10_59866
OC7_1825	OC7_1825
